date_time,jhj_flow_1,tjv_flow_2,phb_flow_3,hyj_flow_4,ngt_flow_5,ngt_sub_flow_6,agd_flow_7,thj_vv_open_1,thj_vv_open_2,thj_vv_open_3,thj_pre_1,phb_pre_2,hyj_pre_3,thj_pre_4,agd_pre_5,ngt_sub_pre_6,agd_new_pre_7
2022-01-04 06:00:00,6706.0,7146.0,4414.0,1991.0,10624.0,11021.0,10815.0,34.9,0.0,0.0,3.66,9.15,2.85,0.0,0.0,2.52,1.01
2022-01-04 07:00:00,6820.0,7238.0,4358.0,2112.0,10304.0,11055.0,10736.0,34.7,0.0,0.0,3.67,9.13,2.8,0.0,0.0,2.53,1.01
2022-01-04 08:00:00,6622.0,6985.0,4127.0,2148.0,10624.0,11026.0,10859.0,34.7,0.0,0.0,3.68,9.22,2.92,0.0,0.0,2.52,1.01
2022-01-04 09:00:00,6539.0,6988.0,4112.0,2164.0,10304.0,11003.0,10828.0,34.7,0.0,0.0,3.67,9.27,2.91,0.0,0.0,2.53,1.01
2022-01-04 10:00:00,6478.0,6859.0,4151.0,2039.0,10560.0,11051.0,10824.0,34.7,0.0,0.0,3.69,9.32,3.0,0.0,0.0,2.53,1.02
2022-01-04 11:00:00,6570.0,6919.0,4103.0,2153.0,10272.0,11020.0,10799.0,34.8,0.0,0.0,3.68,9.24,2.93,0.0,0.0,2.53,1.02
2022-01-04 12:00:00,6639.0,7064.0,4083.0,2206.0,10432.0,11061.0,10797.0,34.9,0.0,0.0,3.71,9.19,2.93,0.0,0.0,2.53,1.02
2022-01-04 13:00:00,6656.0,7037.0,4088.0,2244.0,10656.0,10991.0,10747.0,34.9,0.0,0.0,3.7,9.19,2.91,0.0,0.0,2.53,1.02
2022-01-04 14:00:00,6629.0,7039.0,4107.0,2254.0,10272.0,11083.0,10855.0,34.8,0.0,0.0,3.71,9.2,2.9,0.0,0.0,2.53,1.02
2022-01-04 15:00:00,6645.0,7051.0,4074.0,2257.0,10656.0,11082.0,10795.0,34.8,0.0,0.0,3.72,9.19,2.9,0.0,7.44,2.53,1.02
2022-01-04 16:00:00,6640.0,7071.0,4078.0,2257.0,10464.0,11020.0,10769.0,34.8,0.0,0.0,3.73,9.17,2.85,0.0,3.49,2.53,1.02
2022-01-04 17:00:00,6637.0,7036.0,4048.0,2253.0,10464.0,11005.0,10736.0,34.8,0.0,0.0,3.74,9.21,2.86,0.0,3.49,2.53,1.02
2022-01-04 18:00:00,6473.0,6798.0,3774.0,2299.0,10272.0,11046.0,10859.0,34.9,0.0,0.0,3.73,9.34,2.99,0.0,3.49,2.52,1.01
2022-01-04 19:00:00,6443.0,6855.0,3772.0,2308.0,10656.0,11031.0,10828.0,34.8,0.0,0.0,3.73,9.31,2.99,0.0,3.49,2.52,1.01
2022-01-04 20:00:00,6268.0,6661.0,3857.0,2136.0,10464.0,11024.0,10824.0,34.9,0.0,0.0,3.72,9.43,3.08,0.0,3.49,2.52,1.01
2022-01-04 21:00:00,6331.0,6622.0,3878.0,2127.0,10272.0,11049.0,10799.0,34.8,0.0,0.0,3.71,9.41,3.09,0.0,3.5,2.52,1.01
2022-01-04 22:00:00,6320.0,6655.0,3876.0,2125.0,10464.0,11036.0,10797.0,34.7,0.0,0.0,3.7,9.39,3.08,0.0,3.48,2.52,1.01
2022-01-04 23:00:00,6324.0,6644.0,3846.0,2125.0,10624.0,10994.0,10747.0,34.8,0.0,0.0,3.69,9.4,3.08,0.0,3.49,2.51,1.01
2022-01-05 00:00:00,6124.0,6501.0,3951.0,1911.0,10464.0,11071.0,10855.0,34.8,0.0,0.0,3.68,9.53,3.2,0.0,3.49,2.51,1.01
2022-01-05 01:00:00,6124.0,6408.0,3916.0,1908.0,10272.0,11032.0,10795.0,34.7,0.0,0.0,3.71,9.55,3.23,0.0,3.5,2.51,1.01
2022-01-05 02:00:00,6087.0,6440.0,3928.0,1912.0,10464.0,11013.0,10769.0,34.9,0.0,0.0,3.67,9.52,3.22,0.0,3.49,2.52,1.01
2022-01-05 03:00:00,5987.0,6348.0,3953.0,1787.0,10656.0,10995.0,10799.0,34.7,0.0,0.0,3.68,9.57,3.28,0.0,3.49,2.51,1.0
2022-01-05 04:00:00,6066.0,6451.0,3911.0,1916.0,10272.0,11020.0,10797.0,34.8,0.0,0.0,3.69,9.55,3.21,0.0,3.5,2.51,1.0
2022-01-05 05:00:00,6208.0,6588.0,3863.0,2025.0,10464.0,11034.0,10747.0,34.8,0.0,0.0,3.67,9.48,3.13,0.0,3.51,2.51,1.0
2022-01-05 06:00:00,6305.0,6633.0,3860.0,2104.0,10624.0,11007.0,10855.0,34.7,0.0,0.0,3.66,9.45,3.09,0.0,3.49,2.51,1.0
2022-01-05 07:00:00,6422.0,6768.0,4035.0,2084.0,10432.0,10996.0,10795.0,34.8,0.0,0.0,3.67,9.33,3.01,0.0,3.5,2.51,1.0
2022-01-05 08:00:00,6510.0,6810.0,4007.0,2158.0,10304.0,11034.0,10769.0,34.8,0.0,0.0,3.65,9.35,3.0,0.0,3.49,2.51,1.0
2022-01-05 09:00:00,6447.0,6851.0,3998.0,2139.0,10464.0,11019.0,10799.0,34.7,0.0,0.0,3.67,9.29,2.98,0.0,3.49,2.51,1.01
2022-01-05 10:00:00,6480.0,6946.0,4008.0,2216.0,10624.0,11037.0,10797.0,34.7,0.0,0.0,3.67,9.3,2.95,0.0,3.49,2.52,1.01
2022-01-05 11:00:00,6495.0,6946.0,3974.0,2217.0,10272.0,11030.0,10747.0,34.8,0.0,0.0,3.66,9.27,2.94,0.0,3.49,2.52,1.01
2022-01-05 12:00:00,6578.0,6925.0,4004.0,2268.0,10464.0,11055.0,10855.0,34.8,0.0,0.0,3.68,9.26,2.94,0.0,3.49,2.52,1.02
2022-01-05 13:00:00,6559.0,6982.0,3968.0,2281.0,10624.0,11024.0,10795.0,34.8,0.0,0.0,3.69,9.24,2.94,0.0,3.49,2.53,1.01
2022-01-05 14:00:00,6619.0,6967.0,3969.0,2271.0,10464.0,11031.0,10769.0,34.8,0.0,0.0,3.69,9.23,2.93,0.0,3.48,2.52,1.01
2022-01-05 15:00:00,6616.0,7056.0,3989.0,2272.0,10272.0,11059.0,10795.0,34.8,0.0,0.0,3.73,9.27,2.91,0.0,3.49,2.52,1.01
2022-01-05 16:00:00,6521.0,6917.0,4016.0,2194.0,10624.0,11034.0,10769.0,34.9,0.0,0.0,3.71,9.27,2.97,0.0,3.49,2.52,1.01
2022-01-05 17:00:00,6549.0,6872.0,3950.0,2198.0,10464.0,10964.0,10795.0,34.8,0.0,0.0,3.71,9.31,2.98,0.0,3.49,2.52,1.01
2022-01-05 18:00:00,6506.0,6899.0,3998.0,2194.0,10304.0,11035.0,10714.0,34.8,0.0,0.0,3.71,9.31,2.98,0.0,3.49,2.52,1.01
2022-01-05 19:00:00,6509.0,6801.0,4006.0,2197.0,10624.0,10890.0,10833.0,34.9,0.0,0.0,3.71,9.26,2.96,0.0,3.48,2.52,1.01
2022-01-05 20:00:00,6478.0,6741.0,4009.0,2138.0,10464.0,10991.0,10820.0,34.8,0.0,0.0,3.71,9.34,3.0,0.0,3.48,2.52,1.01
2022-01-05 21:00:00,6451.0,6869.0,4015.0,2132.0,10432.0,11035.0,10817.0,34.8,0.0,0.0,3.7,9.34,3.0,0.0,3.5,2.52,1.01
2022-01-05 22:00:00,6462.0,6857.0,4016.0,2137.0,10304.0,11049.0,10849.0,34.9,0.0,0.0,3.7,9.32,2.98,0.0,3.48,2.52,1.01
2022-01-05 23:00:00,6560.0,6883.0,3988.0,2218.0,10464.0,11057.0,10807.0,34.7,0.0,0.0,3.7,9.27,2.96,0.0,3.5,2.51,1.01
2022-01-06 00:00:00,6544.0,6910.0,3962.0,2215.0,10624.0,11063.0,10763.0,34.9,0.0,0.0,3.69,9.3,2.96,0.0,3.48,2.52,1.01
2022-01-06 01:00:00,6404.0,6825.0,4002.0,2105.0,10272.0,10999.0,10825.0,34.7,0.0,0.0,3.71,9.36,3.02,0.0,3.5,2.52,1.01
2022-01-06 02:00:00,6252.0,6615.0,4061.0,1906.0,10464.0,11017.0,10765.0,34.9,0.0,0.0,3.7,9.46,3.14,0.0,3.49,2.52,1.01
2022-01-06 03:00:00,6140.0,6586.0,4079.0,1862.0,10624.0,10967.0,10759.0,34.9,0.0,0.0,3.71,9.48,3.18,0.0,3.49,2.51,1.01
2022-01-06 04:00:00,6107.0,6455.0,4071.0,1794.0,10464.0,11007.0,10815.0,34.9,0.0,0.0,3.7,9.49,3.18,0.0,3.48,2.51,1.01
2022-01-06 05:00:00,6111.0,6438.0,4083.0,1797.0,10464.0,10989.0,10736.0,34.7,0.0,0.0,3.72,9.5,3.21,0.0,3.5,2.51,1.01
2022-01-06 06:00:00,6119.0,6519.0,4088.0,1803.0,10464.0,10960.0,10859.0,34.7,0.0,0.0,3.72,9.54,3.2,0.0,3.48,2.51,1.01
2022-01-06 07:00:00,6310.0,6593.0,4044.0,1946.0,10432.0,11041.0,10828.0,34.8,0.0,0.0,3.69,9.44,3.13,0.0,3.5,2.52,1.01
2022-01-06 08:00:00,6417.0,6753.0,4000.0,2125.0,10304.0,11005.0,10824.0,34.8,0.0,0.0,3.68,9.32,3.0,0.0,3.49,2.51,1.01
2022-01-06 09:00:00,6498.0,6871.0,3971.0,2217.0,10592.0,10971.0,10799.0,34.8,0.0,0.0,3.69,9.29,2.95,0.0,3.49,2.51,1.01
2022-01-06 10:00:00,6549.0,6966.0,4007.0,2235.0,10496.0,11026.0,10797.0,34.8,0.0,0.0,3.7,9.29,2.94,0.0,3.49,2.51,1.01
2022-01-06 11:00:00,6568.0,6982.0,3936.0,2276.0,10464.0,11027.0,10747.0,34.8,0.0,0.0,3.67,9.26,2.93,0.0,3.49,2.52,1.01
2022-01-06 12:00:00,6579.0,6916.0,3998.0,2278.0,10272.0,11019.0,10855.0,34.9,0.0,0.0,3.7,9.24,2.95,0.0,3.51,2.52,1.01
2022-01-06 13:00:00,6581.0,6949.0,3924.0,2271.0,10464.0,11029.0,10795.0,34.8,0.0,0.0,3.71,9.24,2.95,0.0,3.49,2.52,1.02
2022-01-06 14:00:00,6710.0,7131.0,4123.0,2289.0,10624.0,11070.0,10769.0,34.9,0.0,0.0,3.71,9.16,2.83,0.0,3.49,2.52,1.01
2022-01-06 15:00:00,6622.0,7008.0,4128.0,2142.0,10272.0,11014.0,10818.0,34.8,0.0,0.0,3.74,9.24,2.93,0.0,3.5,2.52,1.01
2022-01-06 16:00:00,6607.0,6935.0,4250.0,2040.0,10464.0,10993.0,10820.0,34.9,0.0,0.0,3.74,9.24,2.97,0.0,3.48,2.51,1.01
2022-01-06 17:00:00,6498.0,6907.0,4264.0,2028.0,10624.0,11096.0,10705.0,34.9,0.0,0.0,3.74,9.23,2.94,0.0,3.49,2.52,1.01
2022-01-06 18:00:00,6531.0,6941.0,4233.0,2037.0,10464.0,11037.0,10847.0,34.8,0.0,0.0,3.74,9.28,2.93,0.0,3.49,2.5,1.01
2022-01-06 19:00:00,6383.0,6796.0,4025.0,2062.0,10304.0,11087.0,10761.0,34.8,0.0,0.0,3.74,9.36,3.04,0.0,3.51,2.51,1.01
2022-01-06 20:00:00,6358.0,6728.0,4032.0,2065.0,10464.0,11017.0,10784.0,34.8,0.0,0.0,3.69,9.37,3.07,0.0,3.49,2.51,1.01
2022-01-06 21:00:00,6365.0,6822.0,4026.0,2068.0,10624.0,11053.0,10910.0,34.8,0.0,0.0,3.71,9.39,3.05,0.0,3.49,2.51,1.01
2022-01-06 22:00:00,6402.0,6751.0,4052.0,2065.0,10272.0,10988.0,10826.0,34.8,0.0,0.0,3.68,9.37,3.04,0.0,3.49,2.51,1.01
2022-01-06 23:00:00,6356.0,6723.0,4036.0,2061.0,10624.0,11009.0,10910.0,34.7,0.0,0.0,3.67,9.37,3.04,0.0,3.5,2.5,1.01
2022-01-07 00:00:00,6339.0,6712.0,4010.0,2066.0,10464.0,11041.0,10814.0,34.9,0.0,0.0,3.67,9.35,3.04,0.0,3.49,2.51,1.01
2022-01-07 01:00:00,6360.0,6827.0,4023.0,2071.0,10464.0,11030.0,10830.0,34.8,0.0,0.0,3.69,9.38,3.03,0.0,3.48,2.5,1.0
2022-01-07 02:00:00,6214.0,6562.0,4072.0,1870.0,10272.0,11022.0,10798.0,34.7,0.0,0.0,3.7,9.45,3.17,0.0,3.5,2.5,1.0
2022-01-07 03:00:00,6209.0,6524.0,4075.0,1862.0,10656.0,10995.0,10805.0,34.9,0.0,0.0,3.68,9.48,3.16,0.0,3.49,2.5,1.0
2022-01-07 04:00:00,6319.0,6691.0,4028.0,1995.0,10464.0,10980.0,10780.0,34.8,0.0,0.0,3.69,9.4,3.1,0.0,3.5,2.5,1.0
2022-01-07 05:00:00,6280.0,6635.0,4039.0,1987.0,10272.0,11029.0,10824.0,34.9,0.0,0.0,3.66,9.43,3.1,0.0,3.5,2.5,1.0
2022-01-07 06:00:00,6438.0,6792.0,4077.0,2111.0,10464.0,11042.0,10842.0,34.7,0.0,0.0,3.67,9.36,2.97,0.0,3.49,2.5,1.0
2022-01-07 07:00:00,6441.0,6912.0,4039.0,2113.0,10624.0,11048.0,10854.0,34.9,0.0,0.0,3.66,9.32,2.98,0.0,3.49,2.5,1.0
2022-01-07 08:00:00,6472.0,6833.0,4059.0,2115.0,10464.0,11005.0,10864.0,34.8,0.0,0.0,3.68,9.33,3.01,0.0,3.48,2.5,1.0
2022-01-07 09:00:00,6395.0,6809.0,4056.0,2109.0,10272.0,10998.0,10905.0,34.7,0.0,0.0,3.65,9.36,3.02,0.0,3.49,2.51,1.0
2022-01-07 10:00:00,6416.0,6819.0,4064.0,2103.0,10368.0,11057.0,10811.0,34.9,0.0,0.0,3.66,9.35,3.0,0.0,3.5,2.51,1.01
2022-01-07 11:00:00,6538.0,6836.0,4002.0,2168.0,10624.0,11018.0,10843.0,34.9,0.0,0.0,3.67,9.3,3.0,0.0,3.48,2.5,1.01
